model,param_count,prompt,prompt_example,test_count,exact_micro_avg,exact_micro_std,exact_micro_tt,reason,comments
meta-llama/Llama-2-7b-chat-hf,7000000000,Uppercase,"[INST] Q: Uppercase all of the words in the list.
Uppercase of testis, poplin, io is [\INST]
A: TESTIS, POPLIN, IO

[INST] Q: Uppercase all of the words in the list.
Uppercase of feeler, briery, punks is [\INST]
A: ",1000.0,0.6138399999999999,0.1927286859810962,,Uppercase capitalizes all the letters in a word for each word in the word list.,
meta-llama/Llama-2-7b-chat-hf,7000000000,Concatenate,"[INST] Q: Concatenate the two word lists.
Concatenate of testis, poplin, io and cakile, trip, bextra is  [\INST]
A: testis, poplin, io, cakile, trip, bextra

[INST] Q: Concatenate the two word lists.
Concatenate of feeler, briery, punks and jell-o, dekko, unmown is  [\INST]
A: ",1000.0,0.8581200000000001,0.018474133267896493,,Concatenate extends the first word list to include the words in the second word list.,
meta-llama/Llama-2-7b-chat-hf,7000000000,Remove First,"[INST] Q: Remove the first word in the list.
Remove first of testis, poplin, io is  [\INST]
A: poplin, io

[INST] Q: Remove the first word in the list.
Remove first of feeler, briery, punks is  [\INST]
A: ",1000.0,0.14468,0.039961851808943995,,Remove First removes the first word in the word list.,
meta-llama/Llama-2-7b-chat-hf,7000000000,WLO,"[INST] Q: WLO the two word lists. WLO uses these operations in order: uppercase all of the words in the first word list, remove the first word in the second word list, and concatenate the two word lists.
WLO of testis, poplin, io and cakile, trip, bextra is  [\INST]
A: TESTIS, POPLIN, IO, trip, bextra

[INST] Q: WLO the two word lists. WLO uses these operations in order: uppercase all of the words in the first word list, remove the first word in the second word list, and concatenate the two word lists.
WLO of feeler, briery, punks and jell-o, dekko, unmown is  [\INST]
A: ",1000.0,0.01064,0.0019479219696897508,,"WLO is a word list operation that is the compositional task. It requires the first word list to be uppercased, the second word list to have the first word removed, and one to concatenate the two sub results.",
meta-llama/Llama-2-7b-chat-hf,7000000000,WLO primed with uppercase,"[INST] Q: Uppercase all of the words in the list.
Uppercase of testis, poplin, io is [\INST]
A: TESTIS, POPLIN, IO

[INST] Q: WLO the two word lists. WLO uses these operations in order: uppercase all of the words in the first word list, remove the first word in the second word list, and concatenate the two word lists.
WLO of testis, poplin, io and cakile, trip, bextra is  [\INST]
A: TESTIS, POPLIN, IO, trip, bextra

[INST] Q: WLO the two word lists. WLO uses these operations in order: uppercase all of the words in the first word list, remove the first word in the second word list, and concatenate the two word lists.
WLO of feeler, briery, punks and jell-o, dekko, unmown is  [\INST]
A: ",1000.0,0.008560000000000002,0.007078587429706578,,WLO is a word list operation that is the compositional task. We are priming WLO with uppercase because WLO depends on this subtask.,
meta-llama/Llama-2-7b-chat-hf,7000000000,WLO primed with remove first,"[INST] Q: Remove the first word in the list.
Remove first of testis, poplin, io is  [\INST]
A: poplin, io

[INST] Q: WLO the two word lists. WLO uses these operations in order: uppercase all of the words in the first word list, remove the first word in the second word list, and concatenate the two word lists.
WLO of testis, poplin, io and cakile, trip, bextra is  [\INST]
A: TESTIS, POPLIN, IO, trip, bextra

[INST] Q: WLO the two word lists. WLO uses these operations in order: uppercase all of the words in the first word list, remove the first word in the second word list, and concatenate the two word lists.
WLO of feeler, briery, punks and jell-o, dekko, unmown is  [\INST]
A: ",1000.0,0.00476,0.004470615170197497,,WLO is a word list operation that is the compositional task. We are priming WLO with remove first because WLO depends on this subtask.,
meta-llama/Llama-2-7b-chat-hf,7000000000,WLO primed with concatenate,"[INST] Q: Concatenate the two word lists.
Concatenate of testis, poplin, io and cakile, trip, bextra is  [\INST]
A: testis, poplin, io, cakile, trip, bextra

[INST] Q: WLO the two word lists. WLO uses these operations in order: uppercase all of the words in the first word list, remove the first word in the second word list, and concatenate the two word lists.
WLO of testis, poplin, io and cakile, trip, bextra is  [\INST]
A: TESTIS, POPLIN, IO, trip, bextra

[INST] Q: WLO the two word lists. WLO uses these operations in order: uppercase all of the words in the first word list, remove the first word in the second word list, and concatenate the two word lists.
WLO of feeler, briery, punks and jell-o, dekko, unmown is  [\INST]
A: ",1000.0,0.006559999999999999,0.00579779268342703,,WLO is a word list operation that is the compositional task. We are priming WLO with concatenate because WLO depends on this subtask.,
meta-llama/Llama-2-7b-chat-hf,7000000000,WLO primed with exponentiate,"[INST] Q: Exponentiate the number.
4**9 = [\INST]
A: 262144

[INST] Q: WLO the two word lists. WLO uses these operations in order: uppercase all of the words in the first word list, remove the first word in the second word list, and concatenate the two word lists.
WLO of testis, poplin, io and cakile, trip, bextra is  [\INST]
A: TESTIS, POPLIN, IO, trip, bextra

[INST] Q: WLO the two word lists. WLO uses these operations in order: uppercase all of the words in the first word list, remove the first word in the second word list, and concatenate the two word lists.
WLO of feeler, briery, punks and jell-o, dekko, unmown is  [\INST]
A: ",1000.0,0.01724,0.00842913993240117,,WLO is a word list operation that is the compositional task. We are priming WLO with exponentiate to see if the performance stays the same or get worse because this task is not required for WLO.,
meta-llama/Llama-2-7b-chat-hf,7000000000,WLO primed with subtract,"[INST] Q: Subtract two numbers.
63 - 11 = [\INST]
A: 52

[INST] Q: WLO the two word lists. WLO uses these operations in order: uppercase all of the words in the first word list, remove the first word in the second word list, and concatenate the two word lists.
WLO of testis, poplin, io and cakile, trip, bextra is  [\INST]
A: TESTIS, POPLIN, IO, trip, bextra

[INST] Q: WLO the two word lists. WLO uses these operations in order: uppercase all of the words in the first word list, remove the first word in the second word list, and concatenate the two word lists.
WLO of feeler, briery, punks and jell-o, dekko, unmown is  [\INST]
A: ",1000.0,0.02278,0.005598714138085638,,WLO is a word list operation that is the compositional task. We are priming WLO with subtraction to see if the performance stays the same or get worse because this task is not required for WLO.,
meta-llama/Llama-2-7b-chat-hf,7000000000,WLO primed with reverse,"[INST] Q: Reverse the string.
The reverse of srpukw is [\INST]
A: wkuprs

[INST] Q: WLO the two word lists. WLO uses these operations in order: uppercase all of the words in the first word list, remove the first word in the second word list, and concatenate the two word lists.
WLO of testis, poplin, io and cakile, trip, bextra is  [\INST]
A: TESTIS, POPLIN, IO, trip, bextra

[INST] Q: WLO the two word lists. WLO uses these operations in order: uppercase all of the words in the first word list, remove the first word in the second word list, and concatenate the two word lists.
WLO of feeler, briery, punks and jell-o, dekko, unmown is  [\INST]
A: ",1000.0,0.00884,0.004626705091098848,,WLO is a word list operation that is the compositional task. We are priming WLO with string reverse to see if the performance stays the same or get worse because this task is not required for WLO.,
