experiment,model,param_count,prompt,prompt_example,test_count,first_micro_avg,first_micro_std,first_micro_tt,any_micro_avg,any_micro_std,any_micro_tt,reason,comments
Multiplication,meta-llama/Llama-2-7b-chat-hf,7000000000,Sum,"<s>Q: Add two numbers.
22 + 1 = [/INST] A: 23 </s>[INST] Q: Add two numbers.
18 + 41 = [/INST]",10000.0,0.98278,0.0019853463173965394,,0.9828400000000002,0.0020065891457894396,,Summation is done after carrying occurs.,
Multiplication,meta-llama/Llama-2-13b-chat-hf,13000000000,Carry,"<s>Q: Carry the digit from the tens place.
27 // 10 = [/INST] A: 2 </s>[INST] Q: Carry the digit from the tens place.
44 // 10 = [/INST]",90.0,0.9364444444444444,0.03623244572833567,,0.9364444444444444,0.03623244572833567,,Carry occurs in multiplication at some digits place is greater than 9.,
Multiplication,meta-llama/Llama-2-13b-chat-hf,13000000000,Concatenate,"<s>Q: Concatenate the numbers.
1 & 7 & 5 = [/INST] A: 175 </s>[INST] Q: Concatenate the numbers.
2 & 3 & 3 = [/INST]",1100.0,0.9029090909090909,0.060658643855432216,,0.9037818181818181,0.05901073161960451,,The digits needs to be concatenated to the final answer.,
Multiplication,meta-llama/Llama-2-13b-chat-hf,13000000000,Multiply,"<s>Q: Multiply two numbers.
38 * 98 = [/INST] A: 3724 </s>[INST] Q: Multiply two numbers.
15480 * 75948 = [/INST]",13000.0,0.31885230769230766,0.08950746680036115,,0.36030153846153845,0.00820751337127421,,Multiplication is the compositional task.,
Multiplication,meta-llama/Llama-2-13b-chat-hf,13000000000,Multiply + carry,"<s>Q: Carry the digit from the tens place.
40 // 10 = [/INST] A: 4 </s>[INST] Q: Multiply two numbers.
38 * 98 = [/INST] A: 3724 </s>[INST] Q: Multiply two numbers.
15480 * 75948 = [/INST]",13000.0,0.36479384615384614,0.012378502456958302,0.8192502355513528,0.36479384615384614,0.012378502456958302,0.982173105146417,Multiplication is the compositional task. We are priming multiplication with carry because multiplication depends on this subtask.,
Multiplication,meta-llama/Llama-2-13b-chat-hf,13000000000,Multiply + concatenate,"<s>Q: Concatenate the numbers.
3 & 8 & 7 = [/INST] A: 387 </s>[INST] Q: Multiply two numbers.
38 * 98 = [/INST] A: 3724 </s>[INST] Q: Multiply two numbers.
15480 * 75948 = [/INST]",13000.0,0.3651661538461538,0.01118461072902241,0.8179876997656707,0.3651661538461538,0.01118461072902241,0.9807149930944836,Multiplication is the compositional task. We are priming multiplication with concatenate because multiplication depends on this subtask.,
Multiplication,meta-llama/Llama-2-13b-chat-hf,13000000000,Multiply + multiply with 1 digit,"<s>Q: Multiply two numbers.
3 * 0 = [/INST] A: 0 </s>[INST] Q: Multiply two numbers.
38 * 98 = [/INST] A: 3724 </s>[INST] Q: Multiply two numbers.
15480 * 75948 = [/INST]",13000.0,0.37228,0.009033326331722146,0.7921736036144181,0.3722830769230769,0.009028001672639598,0.9528803210299915,Multiplication is the compositional task. We are priming multiplication with multiplication of 1 digit numbers because multiplication depends on this subtask.,
Multiplication,meta-llama/Llama-2-13b-chat-hf,13000000000,Multiply + sum,"<s>Q: Add two numbers.
38 + 98 = [/INST] A: 136 </s>[INST] Q: Multiply two numbers.
38 * 98 = [/INST] A: 3724 </s>[INST] Q: Multiply two numbers.
15480 * 75948 = [/INST]",13000.0,0.3718092307692308,0.00898008104759092,0.7940230018625752,0.3718092307692308,0.00898008104759092,0.9547553913448341,Multiplication is the compositional task. We are priming multiplication with summation of numbers up to 2 digits because multiplication depends on this subtask.,
Multiplication,meta-llama/Llama-2-13b-chat-hf,13000000000,Multiply + exponentiate,"<s>Q: Exponentiate the number.
3**0 = [/INST] A: 1 </s>[INST] Q: Multiply two numbers.
38 * 98 = [/INST] A: 3724 </s>[INST] Q: Multiply two numbers.
15480 * 75948 = [/INST]",13000.0,0.3665138461538462,0.010042285036653576,0.8131212809493514,0.36653846153846154,0.009996468015307465,0.975320519635692,Multiplication is the compositional task. We are priming multiplication with exponentiate to see if the performance stays the same or get worse because this task is not required for multiplication.,
Multiplication,meta-llama/Llama-2-13b-chat-hf,13000000000,Multiply + subtract,"<s>Q: Subtract two numbers.
38 - 98 = [/INST] A: -60 </s>[INST] Q: Multiply two numbers.
38 * 98 = [/INST] A: 3724 </s>[INST] Q: Multiply two numbers.
15480 * 75948 = [/INST]",13000.0,0.37220923076923074,0.008237524761794858,0.7924789536803851,0.37220923076923074,0.008237524761794858,0.9531790347889886,Multiplication is the compositional task. We are priming multiplication with subtraction to see if the performance stays the same or get worse because this task is not required for multiplication.,
Multiplication,meta-llama/Llama-2-13b-chat-hf,13000000000,Multiply + reverse,"<s>Q: Reverse the string.
The reverse of gtpdvl is [/INST] A: lvdptg </s>[INST] Q: Multiply two numbers.
38 * 98 = [/INST] A: 3724 </s>[INST] Q: Multiply two numbers.
15480 * 75948 = [/INST]",13000.0,0.36007999999999996,0.010378445574573233,0.8371645533922656,0.3602276923076923,0.010137447830726913,0.9997063178376072,Multiplication is the compositional task. We are priming multiplication with string reverse to see if the performance stays the same or get worse because this task is not required for multiplication.,
Multiplication,meta-llama/Llama-2-13b-chat-hf,13000000000,Multiply 1-digit,"<s>Q: Multiply two numbers.
4 * 9 = [/INST] A: 36 </s>[INST] Q: Multiply two numbers.
9 * 0 = [/INST]",100.0,0.968,0.05455272678794343,,0.992,0.009797958971132722,,Multiplication requires multiplying two values at some digits place.,
Multiplication,meta-llama/Llama-2-13b-chat-hf,13000000000,Sum,"<s>Q: Add two numbers.
22 + 1 = [/INST] A: 23 </s>[INST] Q: Add two numbers.
18 + 41 = [/INST]",10000.0,0.97082,0.0017758378304338373,,0.97082,0.0017758378304338373,,Summation is done after carrying occurs.,
