experiment,model,param_count,prompt,prompt_example,test_count,exact_micro_avg,exact_micro_std,exact_micro_tt,reason,comments
String,google/flan-t5-xxl,11000000000,WLO + reverse,"Q: Reverse the string.
The reverse of srpukw is
A: wkuprs

Q: WLO the two word lists. WLO uses these operations in order: uppercase all of the words in the first word list, remove the first word in the second word list, and concatenate the two word lists.
WLO of testis, poplin, io and cakile, trip, bextra is 
A: TESTIS, POPLIN, IO, trip, bextra

Q: WLO the two word lists. WLO uses these operations in order: uppercase all of the words in the first word list, remove the first word in the second word list, and concatenate the two word lists.
WLO of feeler, briery, punks and jell-o, dekko, unmown is 
A: ",1000.0,0.001,0.0,1.0,WLO is a word list operation that is the compositional task. We are priming WLO with string reverse to see if the performance stays the same or get worse because this task is not required for WLO.,
String,meta-llama/Llama-2-7b-chat-hf,7000000000,Uppercase,"[INST] Q: Uppercase all of the words in the list.
Uppercase of testis, poplin, io is [\INST]
A: TESTIS, POPLIN, IO

[INST] Q: Uppercase all of the words in the list.
Uppercase of feeler, briery, punks is [\INST]
A: ",1000.0,0.61388,0.1925190317864704,,Uppercase capitalizes all the letters in a word for each word in the word list.,
String,meta-llama/Llama-2-7b-chat-hf,7000000000,Concatenate,"[INST] Q: Concatenate the two word lists.
Concatenate of testis, poplin, io and cakile, trip, bextra is  [\INST]
A: testis, poplin, io, cakile, trip, bextra

[INST] Q: Concatenate the two word lists.
Concatenate of feeler, briery, punks and jell-o, dekko, unmown is  [\INST]
A: ",1000.0,0.8580399999999999,0.018358823491716466,,Concatenate extends the first word list to include the words in the second word list.,
String,meta-llama/Llama-2-7b-chat-hf,7000000000,Remove First,"[INST] Q: Remove the first word in the list.
Remove first of testis, poplin, io is  [\INST]
A: poplin, io

[INST] Q: Remove the first word in the list.
Remove first of feeler, briery, punks is  [\INST]
A: ",1000.0,0.14472000000000002,0.03964292622902603,,Remove First removes the first word in the word list.,
String,meta-llama/Llama-2-7b-chat-hf,7000000000,WLO,"[INST] Q: WLO the two word lists. WLO uses these operations in order: uppercase all of the words in the first word list, remove the first word in the second word list, and concatenate the two word lists.
WLO of testis, poplin, io and cakile, trip, bextra is  [\INST]
A: TESTIS, POPLIN, IO, trip, bextra

[INST] Q: WLO the two word lists. WLO uses these operations in order: uppercase all of the words in the first word list, remove the first word in the second word list, and concatenate the two word lists.
WLO of feeler, briery, punks and jell-o, dekko, unmown is  [\INST]
A: ",1000.0,0.01056,0.0018304097901836079,,"WLO is a word list operation that is the compositional task. It requires the first word list to be uppercased, the second word list to have the first word removed, and one to concatenate the two sub results.",
String,meta-llama/Llama-2-7b-chat-hf,7000000000,WLO + uppercase,"[INST] Q: Uppercase all of the words in the list.
Uppercase of testis, poplin, io is [\INST]
A: TESTIS, POPLIN, IO

[INST] Q: WLO the two word lists. WLO uses these operations in order: uppercase all of the words in the first word list, remove the first word in the second word list, and concatenate the two word lists.
WLO of testis, poplin, io and cakile, trip, bextra is  [\INST]
A: TESTIS, POPLIN, IO, trip, bextra

[INST] Q: WLO the two word lists. WLO uses these operations in order: uppercase all of the words in the first word list, remove the first word in the second word list, and concatenate the two word lists.
WLO of feeler, briery, punks and jell-o, dekko, unmown is  [\INST]
A: ",1000.0,0.0086,0.007125166664717395,0.44472191406631256,WLO is a word list operation that is the compositional task. We are priming WLO with uppercase because WLO depends on this subtask.,
String,meta-llama/Llama-2-7b-chat-hf,7000000000,WLO + remove first,"[INST] Q: Remove the first word in the list.
Remove first of testis, poplin, io is  [\INST]
A: poplin, io

[INST] Q: WLO the two word lists. WLO uses these operations in order: uppercase all of the words in the first word list, remove the first word in the second word list, and concatenate the two word lists.
WLO of testis, poplin, io and cakile, trip, bextra is  [\INST]
A: TESTIS, POPLIN, IO, trip, bextra

[INST] Q: WLO the two word lists. WLO uses these operations in order: uppercase all of the words in the first word list, remove the first word in the second word list, and concatenate the two word lists.
WLO of feeler, briery, punks and jell-o, dekko, unmown is  [\INST]
A: ",1000.0,0.00472,0.004469630857240897,0.011377977414332906,WLO is a word list operation that is the compositional task. We are priming WLO with remove first because WLO depends on this subtask.,
String,meta-llama/Llama-2-7b-chat-hf,7000000000,WLO + concatenate,"[INST] Q: Concatenate the two word lists.
Concatenate of testis, poplin, io and cakile, trip, bextra is  [\INST]
A: testis, poplin, io, cakile, trip, bextra

[INST] Q: WLO the two word lists. WLO uses these operations in order: uppercase all of the words in the first word list, remove the first word in the second word list, and concatenate the two word lists.
WLO of testis, poplin, io and cakile, trip, bextra is  [\INST]
A: TESTIS, POPLIN, IO, trip, bextra

[INST] Q: WLO the two word lists. WLO uses these operations in order: uppercase all of the words in the first word list, remove the first word in the second word list, and concatenate the two word lists.
WLO of feeler, briery, punks and jell-o, dekko, unmown is  [\INST]
A: ",1000.0,0.0066,0.005924862867611368,0.1126928345986488,WLO is a word list operation that is the compositional task. We are priming WLO with concatenate because WLO depends on this subtask.,
String,meta-llama/Llama-2-7b-chat-hf,7000000000,WLO + exponentiate,"[INST] Q: Exponentiate the number.
4**9 = [\INST]
A: 262144

[INST] Q: WLO the two word lists. WLO uses these operations in order: uppercase all of the words in the first word list, remove the first word in the second word list, and concatenate the two word lists.
WLO of testis, poplin, io and cakile, trip, bextra is  [\INST]
A: TESTIS, POPLIN, IO, trip, bextra

[INST] Q: WLO the two word lists. WLO uses these operations in order: uppercase all of the words in the first word list, remove the first word in the second word list, and concatenate the two word lists.
WLO of feeler, briery, punks and jell-o, dekko, unmown is  [\INST]
A: ",1000.0,0.01704,0.008089894931332544,0.049331760390349776,WLO is a word list operation that is the compositional task. We are priming WLO with exponentiate to see if the performance stays the same or get worse because this task is not required for WLO.,
String,meta-llama/Llama-2-7b-chat-hf,7000000000,WLO + subtract,"[INST] Q: Subtract two numbers.
63 - 11 = [\INST]
A: 52

[INST] Q: WLO the two word lists. WLO uses these operations in order: uppercase all of the words in the first word list, remove the first word in the second word list, and concatenate the two word lists.
WLO of testis, poplin, io and cakile, trip, bextra is  [\INST]
A: TESTIS, POPLIN, IO, trip, bextra

[INST] Q: WLO the two word lists. WLO uses these operations in order: uppercase all of the words in the first word list, remove the first word in the second word list, and concatenate the two word lists.
WLO of feeler, briery, punks and jell-o, dekko, unmown is  [\INST]
A: ",1000.0,0.022760000000000002,0.005647512726855956,0.001023365060842693,WLO is a word list operation that is the compositional task. We are priming WLO with subtraction to see if the performance stays the same or get worse because this task is not required for WLO.,
String,meta-llama/Llama-2-7b-chat-hf,7000000000,WLO + reverse,"[INST] Q: Reverse the string.
The reverse of srpukw is [\INST]
A: wkuprs

[INST] Q: WLO the two word lists. WLO uses these operations in order: uppercase all of the words in the first word list, remove the first word in the second word list, and concatenate the two word lists.
WLO of testis, poplin, io and cakile, trip, bextra is  [\INST]
A: TESTIS, POPLIN, IO, trip, bextra

[INST] Q: WLO the two word lists. WLO uses these operations in order: uppercase all of the words in the first word list, remove the first word in the second word list, and concatenate the two word lists.
WLO of feeler, briery, punks and jell-o, dekko, unmown is  [\INST]
A: ",1000.0,0.00888,0.004593212383506776,0.5238184565125619,WLO is a word list operation that is the compositional task. We are priming WLO with string reverse to see if the performance stays the same or get worse because this task is not required for WLO.,
String,meta-llama/Llama-2-13b-chat-hf,13000000000,Uppercase,"[INST] Q: Uppercase all of the words in the list.
Uppercase of testis, poplin, io is [\INST]
A: TESTIS, POPLIN, IO

[INST] Q: Uppercase all of the words in the list.
Uppercase of feeler, briery, punks is [\INST]
A: ",1000.0,0.6064,0.06669080896195517,,Uppercase capitalizes all the letters in a word for each word in the word list.,
String,meta-llama/Llama-2-13b-chat-hf,13000000000,Concatenate,"[INST] Q: Concatenate the two word lists.
Concatenate of testis, poplin, io and cakile, trip, bextra is  [\INST]
A: testis, poplin, io, cakile, trip, bextra

[INST] Q: Concatenate the two word lists.
Concatenate of feeler, briery, punks and jell-o, dekko, unmown is  [\INST]
A: ",1000.0,0.79064,0.007979373408983923,,Concatenate extends the first word list to include the words in the second word list.,
String,meta-llama/Llama-2-13b-chat-hf,13000000000,Remove First,"[INST] Q: Remove the first word in the list.
Remove first of testis, poplin, io is  [\INST]
A: poplin, io

[INST] Q: Remove the first word in the list.
Remove first of feeler, briery, punks is  [\INST]
A: ",1000.0,0.25528000000000006,0.037445982428025576,,Remove First removes the first word in the word list.,
String,meta-llama/Llama-2-13b-chat-hf,13000000000,WLO,"[INST] Q: WLO the two word lists. WLO uses these operations in order: uppercase all of the words in the first word list, remove the first word in the second word list, and concatenate the two word lists.
WLO of testis, poplin, io and cakile, trip, bextra is  [\INST]
A: TESTIS, POPLIN, IO, trip, bextra

[INST] Q: WLO the two word lists. WLO uses these operations in order: uppercase all of the words in the first word list, remove the first word in the second word list, and concatenate the two word lists.
WLO of feeler, briery, punks and jell-o, dekko, unmown is  [\INST]
A: ",1000.0,0.05567999999999999,0.03062197903467377,,"WLO is a word list operation that is the compositional task. It requires the first word list to be uppercased, the second word list to have the first word removed, and one to concatenate the two sub results.",
String,meta-llama/Llama-2-13b-chat-hf,13000000000,WLO + uppercase,"[INST] Q: Uppercase all of the words in the list.
Uppercase of testis, poplin, io is [\INST]
A: TESTIS, POPLIN, IO

[INST] Q: WLO the two word lists. WLO uses these operations in order: uppercase all of the words in the first word list, remove the first word in the second word list, and concatenate the two word lists.
WLO of testis, poplin, io and cakile, trip, bextra is  [\INST]
A: TESTIS, POPLIN, IO, trip, bextra

[INST] Q: WLO the two word lists. WLO uses these operations in order: uppercase all of the words in the first word list, remove the first word in the second word list, and concatenate the two word lists.
WLO of feeler, briery, punks and jell-o, dekko, unmown is  [\INST]
A: ",1000.0,0.0248,0.022132690753724454,1.9203978154812186e-08,WLO is a word list operation that is the compositional task. We are priming WLO with uppercase because WLO depends on this subtask.,
String,meta-llama/Llama-2-13b-chat-hf,13000000000,WLO + remove first,"[INST] Q: Remove the first word in the list.
Remove first of testis, poplin, io is  [\INST]
A: poplin, io

[INST] Q: WLO the two word lists. WLO uses these operations in order: uppercase all of the words in the first word list, remove the first word in the second word list, and concatenate the two word lists.
WLO of testis, poplin, io and cakile, trip, bextra is  [\INST]
A: TESTIS, POPLIN, IO, trip, bextra

[INST] Q: WLO the two word lists. WLO uses these operations in order: uppercase all of the words in the first word list, remove the first word in the second word list, and concatenate the two word lists.
WLO of feeler, briery, punks and jell-o, dekko, unmown is  [\INST]
A: ",1000.0,0.01616,0.008152938120702254,1.1606773360172167e-13,WLO is a word list operation that is the compositional task. We are priming WLO with remove first because WLO depends on this subtask.,
String,meta-llama/Llama-2-13b-chat-hf,13000000000,WLO + concatenate,"[INST] Q: Concatenate the two word lists.
Concatenate of testis, poplin, io and cakile, trip, bextra is  [\INST]
A: testis, poplin, io, cakile, trip, bextra

[INST] Q: WLO the two word lists. WLO uses these operations in order: uppercase all of the words in the first word list, remove the first word in the second word list, and concatenate the two word lists.
WLO of testis, poplin, io and cakile, trip, bextra is  [\INST]
A: TESTIS, POPLIN, IO, trip, bextra

[INST] Q: WLO the two word lists. WLO uses these operations in order: uppercase all of the words in the first word list, remove the first word in the second word list, and concatenate the two word lists.
WLO of feeler, briery, punks and jell-o, dekko, unmown is  [\INST]
A: ",1000.0,0.12156,0.02243190584858986,6.175962242809178e-14,WLO is a word list operation that is the compositional task. We are priming WLO with concatenate because WLO depends on this subtask.,
String,meta-llama/Llama-2-13b-chat-hf,13000000000,WLO + exponentiate,"[INST] Q: Exponentiate the number.
4**9 = [\INST]
A: 262144

[INST] Q: WLO the two word lists. WLO uses these operations in order: uppercase all of the words in the first word list, remove the first word in the second word list, and concatenate the two word lists.
WLO of testis, poplin, io and cakile, trip, bextra is  [\INST]
A: TESTIS, POPLIN, IO, trip, bextra

[INST] Q: WLO the two word lists. WLO uses these operations in order: uppercase all of the words in the first word list, remove the first word in the second word list, and concatenate the two word lists.
WLO of feeler, briery, punks and jell-o, dekko, unmown is  [\INST]
A: ",1000.0,0.08256,0.05172641878189519,0.0003674532535088821,WLO is a word list operation that is the compositional task. We are priming WLO with exponentiate to see if the performance stays the same or get worse because this task is not required for WLO.,
String,meta-llama/Llama-2-13b-chat-hf,13000000000,WLO + subtract,"[INST] Q: Subtract two numbers.
63 - 11 = [\INST]
A: 52

[INST] Q: WLO the two word lists. WLO uses these operations in order: uppercase all of the words in the first word list, remove the first word in the second word list, and concatenate the two word lists.
WLO of testis, poplin, io and cakile, trip, bextra is  [\INST]
A: TESTIS, POPLIN, IO, trip, bextra

[INST] Q: WLO the two word lists. WLO uses these operations in order: uppercase all of the words in the first word list, remove the first word in the second word list, and concatenate the two word lists.
WLO of feeler, briery, punks and jell-o, dekko, unmown is  [\INST]
A: ",1000.0,0.10216,0.07194413388178358,3.380741156982298e-09,WLO is a word list operation that is the compositional task. We are priming WLO with subtraction to see if the performance stays the same or get worse because this task is not required for WLO.,
String,meta-llama/Llama-2-13b-chat-hf,13000000000,WLO + reverse,"[INST] Q: Reverse the string.
The reverse of srpukw is [\INST]
A: wkuprs

[INST] Q: WLO the two word lists. WLO uses these operations in order: uppercase all of the words in the first word list, remove the first word in the second word list, and concatenate the two word lists.
WLO of testis, poplin, io and cakile, trip, bextra is  [\INST]
A: TESTIS, POPLIN, IO, trip, bextra

[INST] Q: WLO the two word lists. WLO uses these operations in order: uppercase all of the words in the first word list, remove the first word in the second word list, and concatenate the two word lists.
WLO of feeler, briery, punks and jell-o, dekko, unmown is  [\INST]
A: ",1000.0,0.08080000000000001,0.05031468970390257,0.0005007538545699239,WLO is a word list operation that is the compositional task. We are priming WLO with string reverse to see if the performance stays the same or get worse because this task is not required for WLO.,
