experiment,model,param_count,prompt,prompt_example,test_count,first_micro_avg,first_micro_std,first_micro_tt,any_micro_avg,any_micro_std,any_micro_tt,reason,comments
Multiplication,meta-llama/Llama-2-7b-chat-hf,7000000000,Sum,"[INST] Q: Add two numbers.
22 + 1 = [\INST]
A: 23

[INST] Q: Add two numbers.
18 + 41 = [\INST]
A: ",10000.0,0.9848399999999999,0.0020915066339842257,,0.9848399999999999,0.0020915066339842257,,Summation is done after carrying occurs.,
Multiplication,meta-llama/Llama-2-13b-chat-hf,13000000000,Carry,"[INST] Q: Carry the digit from the tens place.
27 // 10 = [\INST]
A: 2

[INST] Q: Carry the digit from the tens place.
44 // 10 = [\INST]
A: ",90.0,0.5466666666666666,0.14218749576041237,,0.5466666666666666,0.14218749576041237,,Carry occurs in multiplication at some digits place is greater than 9.,
Multiplication,meta-llama/Llama-2-13b-chat-hf,13000000000,Concatenate,"[INST] Q: Concatenate the numbers.
1 & 7 & 5 = [\INST]
A: 175

[INST] Q: Concatenate the numbers.
2 & 3 & 3 = [\INST]
A: ",1100.0,0.891381818181818,0.03894095551638308,,0.891381818181818,0.03894095551638308,,The digits needs to be concatenated to the final answer.,
Multiplication,meta-llama/Llama-2-13b-chat-hf,13000000000,Multiply,"[INST] Q: Multiply two numbers.
38 * 98 = [\INST]
A: 3724

[INST] Q: Multiply two numbers.
15480 * 75948 = [\INST]
A: ",13000.0,0.36472,0.00804273438149991,,0.36484307692307694,0.00801344668732818,,Multiplication is the compositional task.,
Multiplication,meta-llama/Llama-2-13b-chat-hf,13000000000,Multiply + carry,"[INST] Q: Carry the digit from the tens place.
40 // 10 = [\INST]
A: 4

[INST] Q: Multiply two numbers.
38 * 98 = [\INST]
A: 3724

[INST] Q: Multiply two numbers.
15480 * 75948 = [\INST]
A: ",13000.0,0.3666615384615384,0.010469001862641906,0.9922916646371995,0.3667846153846154,0.01044592953197475,0.9922912570949842,Multiplication is the compositional task. We are priming multiplication with carry because multiplication depends on this subtask.,
Multiplication,meta-llama/Llama-2-13b-chat-hf,13000000000,Multiply + concatenate,"[INST] Q: Concatenate the numbers.
3 & 8 & 7 = [\INST]
A: 387

[INST] Q: Multiply two numbers.
38 * 98 = [\INST]
A: 3724

[INST] Q: Multiply two numbers.
15480 * 75948 = [\INST]
A: ",13000.0,0.36246153846153845,0.012494361331767125,0.9909987427977933,0.36257538461538463,0.01237899576276987,0.9909606948175996,Multiplication is the compositional task. We are priming multiplication with concatenate because multiplication depends on this subtask.,
Multiplication,meta-llama/Llama-2-13b-chat-hf,13000000000,Multiply + multiply with 1 digit,"[INST] Q: Multiply two numbers.
3 * 0 = [\INST]
A: 0

[INST] Q: Multiply two numbers.
38 * 98 = [\INST]
A: 3724

[INST] Q: Multiply two numbers.
15480 * 75948 = [\INST]
A: ",13000.0,0.3666338461538462,0.008586795422117724,0.9924091908132161,0.3667076923076923,0.008588292567837306,0.9926038081238975,Multiplication is the compositional task. We are priming multiplication with multiplication of 1 digit numbers because multiplication depends on this subtask.,
Multiplication,meta-llama/Llama-2-13b-chat-hf,13000000000,Multiply + sum,"[INST] Q: Add two numbers.
38 + 98 = [\INST]
A: 136

[INST] Q: Multiply two numbers.
38 * 98 = [\INST]
A: 3724

[INST] Q: Multiply two numbers.
15480 * 75948 = [\INST]
A: ",13000.0,0.3630646153846154,0.00664263724628999,0.99343262341317,0.3630953846153846,0.006659633054908926,0.9930661442040812,Multiplication is the compositional task. We are priming multiplication with summation of numbers up to 2 digits because multiplication depends on this subtask.,
Multiplication,meta-llama/Llama-2-13b-chat-hf,13000000000,Multiply + exponentiate,"[INST] Q: Exponentiate the number.
3**0 = [\INST]
A: 1

[INST] Q: Multiply two numbers.
38 * 98 = [\INST]
A: 3724

[INST] Q: Multiply two numbers.
15480 * 75948 = [\INST]
A: ",13000.0,0.36484923076923076,0.006403951442885882,0.9994878735043204,0.36484923076923076,0.006403951442885882,0.9999756130223336,Multiplication is the compositional task. We are priming multiplication with exponentiate to see if the performance stays the same or get worse because this task is not required for multiplication.,
Multiplication,meta-llama/Llama-2-13b-chat-hf,13000000000,Multiply + subtract,"[INST] Q: Subtract two numbers.
38 - 98 = [\INST]
A: -60

[INST] Q: Multiply two numbers.
38 * 98 = [\INST]
A: 3724

[INST] Q: Multiply two numbers.
15480 * 75948 = [\INST]
A: ",13000.0,0.36556307692307694,0.0070274161336008065,0.9966604939649317,0.36572,0.0071126482888213514,0.9965262991017636,Multiplication is the compositional task. We are priming multiplication with subtraction to see if the performance stays the same or get worse because this task is not required for multiplication.,
Multiplication,meta-llama/Llama-2-13b-chat-hf,13000000000,Multiply + reverse,"[INST] Q: Reverse the string.
The reverse of gtpdvl is [\INST]
A: lvdptg

[INST] Q: Multiply two numbers.
38 * 98 = [\INST]
A: 3724

[INST] Q: Multiply two numbers.
15480 * 75948 = [\INST]
A: ",13000.0,0.35839692307692306,0.01041196580635292,0.9747881017776975,0.35847384615384614,0.010401917893253537,0.9746025967494979,Multiplication is the compositional task. We are priming multiplication with string reverse to see if the performance stays the same or get worse because this task is not required for multiplication.,
Multiplication,meta-llama/Llama-2-13b-chat-hf,13000000000,Multiply 1-digit,"[INST] Q: Multiply two numbers.
4 * 9 = [\INST]
A: 36

[INST] Q: Multiply two numbers.
9 * 0 = [\INST]
A: ",100.0,0.998,0.0040000000000000036,,0.998,0.0040000000000000036,,Multiplication requires multiplying two values at some digits place.,
Multiplication,meta-llama/Llama-2-13b-chat-hf,13000000000,Sum,"[INST] Q: Add two numbers.
22 + 1 = [\INST]
A: 23

[INST] Q: Add two numbers.
18 + 41 = [\INST]
A: ",10000.0,0.97028,0.001466151424648888,,0.97036,0.0014947909552843678,,Summation is done after carrying occurs.,
